RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
1557,24,Wed,77,F,UNITED,28,EUGENE,78,10.0,1.6329600946,180.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,3,2,No,1,9-County Bay Area,1,English,1557,2017-05-24,144
1558,24,Wed,77,F,UNITED,28,EUGENE,78,8.0,1.6329600946,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,1,9-County Bay Area,1,English,1558,2017-05-24,144
1559,24,Wed,77,F,UNITED,28,EUGENE,78,10.0,1.6329600946,160.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,2,No,1,9-County Bay Area,1,English,1559,2017-05-24,144
1560,24,Wed,77,F,UNITED,28,EUGENE,78,10.0,1.6329600946,130.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,4,1,Yes,1,9-County Bay Area,1,English,1560,2017-05-24,144
1561,18,Thu,2,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),2,Mail-in,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,1561,2017-05-18,138
1562,18,Thu,2,A,JETBLUE,20,BOSTON,7,8.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),2,Mail-in,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,3,2,No,1,9-County Bay Area,1,English,1562,2017-05-18,138
1563,25,Thu,11,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,4,School/school event,2,18-24,2,Female,0,3,Don't know,1,9-County Bay Area,1,English,1563,2017-05-25,145
1564,25,Thu,11,A,JETBLUE,20,BOSTON,7,6.0,0.3778995413,100.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,1564,2017-05-25,145
1565,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,4,2,No,3,In another region,1,English,1565,2017-05-25,145
1566,25,Thu,11,A,JETBLUE,20,BOSTON,7,8.0,0.3778995413,150.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,2,2,No,3,In another region,1,English,1566,2017-05-25,145
1567,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,3,In another region,1,English,1567,2017-05-25,145
1568,25,Thu,11,A,JETBLUE,20,BOSTON,7,8.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,4,Blank/Multiple responses,4,1,Yes,3,In another region,1,English,1568,2017-05-25,145
1569,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,135.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,1569,2017-05-25,145
1570,25,Thu,11,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,8,Don't Know / Refused,1,Male,1,2,No,2,Northern California outside the Bay Area,1,English,1570,2017-05-25,145
1571,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,2,18-24,1,Male,1,2,No,1,9-County Bay Area,1,English,1571,2017-05-25,145
1572,25,Thu,11,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,150.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,2,No,0,,1,English,1572,2017-05-25,145
1573,25,Thu,11,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,150.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,2,2,No,1,9-County Bay Area,1,English,1573,2017-05-25,145
1574,25,Thu,11,A,JETBLUE,20,BOSTON,7,7.0,0.3778995413,135.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,1574,2017-05-25,145
1575,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,1,Male,4,2,No,1,9-County Bay Area,1,English,1575,2017-05-25,145
1576,25,Thu,11,A,JETBLUE,20,BOSTON,7,8.0,0.3778995413,135.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,4,Blank/Multiple responses,2,2,No,1,9-County Bay Area,1,English,1576,2017-05-25,145
1577,25,Thu,11,A,JETBLUE,20,BOSTON,7,9.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,3,2,No,1,9-County Bay Area,1,English,1577,2017-05-25,145
1578,25,Thu,11,A,JETBLUE,20,BOSTON,7,7.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,4,2,No,3,In another region,1,English,1578,2017-05-25,145
1579,25,Thu,11,A,JETBLUE,20,BOSTON,7,8.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,0,2,No,3,In another region,1,English,1579,2017-05-25,145
1580,25,Thu,11,A,JETBLUE,20,BOSTON,7,10.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,0,,6,55-64,4,Blank/Multiple responses,2,2,No,3,In another region,1,English,1580,2017-05-25,145
1581,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,65.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,2,Female,3,1,Yes,3,In another region,1,English,1581,2017-05-25,145
1582,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,155.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,3,25-34,2,Female,0,2,No,3,In another region,1,English,1582,2017-05-25,145
1583,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,50.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,2,Female,1,2,No,1,9-County Bay Area,1,English,1583,2017-05-25,145
1584,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,125.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,3,2,No,3,In another region,1,English,1584,2017-05-25,145
1585,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,125.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,2,Female,2,2,No,1,9-County Bay Area,1,English,1585,2017-05-25,145
1586,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,125.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,4,2,No,1,9-County Bay Area,1,English,1586,2017-05-25,145
1587,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,6.0,0.3778995413,155.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,3,2,No,1,9-County Bay Area,1,English,1587,2017-05-25,145
1588,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,1,Male,2,1,Yes,3,In another region,1,English,1588,2017-05-25,145
1589,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,3.0,0.3778995413,215.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,3,2,No,1,9-County Bay Area,1,English,1589,2017-05-25,145
1590,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,7.0,0.3778995413,65.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,1590,2017-05-25,145
1591,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,7.0,0.3778995413,245.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,2,1,Yes,3,In another region,1,English,1591,2017-05-25,145
1592,25,Thu,4,A,JETBLUE,20,FT. LAUDERDALE,22,7.0,0.3778995413,125.0,3,PM (Flights departing after 5 pm),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,2,Female,4,1,Yes,1,9-County Bay Area,1,English,1592,2017-05-25,145
1593,17,Wed,50,D,ALASKA,7,SEATTLE,60,6.0,0.493739881,127.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,1593,2017-05-17,137
1594,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,110.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,2,Female,4,1,Yes,3,In another region,1,English,1594,2017-05-25,145
1595,17,Wed,50,D,ALASKA,7,SEATTLE,60,4.0,0.493739881,127.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,3,2,No,3,In another region,1,English,1595,2017-05-17,137
1596,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,150.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,4,3,Don't know,1,9-County Bay Area,1,English,1596,2017-05-25,145
1597,17,Wed,50,D,ALASKA,7,SEATTLE,60,5.0,0.493739881,142.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,0,2,No,3,In another region,1,English,1597,2017-05-17,137
1598,17,Wed,50,D,ALASKA,7,SEATTLE,60,8.0,0.493739881,142.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,3,In another region,1,English,1598,2017-05-17,137
1599,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,135.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,0,2,No,1,9-County Bay Area,1,English,1599,2017-05-25,145
1600,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,0,2,No,3,In another region,1,English,1600,2017-05-25,145
1601,17,Wed,50,D,ALASKA,7,SEATTLE,60,8.0,0.493739881,127.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,3,1,Yes,3,In another region,1,English,1601,2017-05-17,137
1602,17,Wed,50,D,ALASKA,7,SEATTLE,60,8.0,0.493739881,142.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,1602,2017-05-17,137
1603,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,9.0,0.3778995413,70.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,4,2,No,1,9-County Bay Area,1,English,1603,2017-05-25,145
1604,17,Wed,50,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,127.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,0,2,No,3,In another region,1,English,1604,2017-05-17,137
1605,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,9.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,3,2,No,1,9-County Bay Area,1,English,1605,2017-05-25,145
1606,17,Wed,50,D,ALASKA,7,SEATTLE,60,2.0,0.493739881,97.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,2,No,3,In another region,3,Chinese,1606,2017-05-17,137
1607,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,130.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,3,1,Yes,3,In another region,1,English,1607,2017-05-25,145
1608,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,7.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,2,No,1,9-County Bay Area,1,English,1608,2017-05-25,145
1609,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,9.0,0.3778995413,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,5,45-54,2,Female,4,2,No,1,9-County Bay Area,1,English,1609,2017-05-25,145
1610,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,118.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,5,45-54,1,Male,4,3,Don't know,1,9-County Bay Area,1,English,1610,2017-05-25,145
1611,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,150.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,3,Chinese,1611,2017-05-07,127
1612,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,7.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,4,1,Yes,1,9-County Bay Area,1,English,1612,2017-05-25,145
1613,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,300.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,8,Don't Know / Refused,2,Female,1,2,No,1,9-County Bay Area,3,Chinese,1613,2017-05-07,127
1614,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,120.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,2,2,No,1,9-County Bay Area,1,English,1614,2017-05-25,145
1615,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,150.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,4,35-44,2,Female,2,3,Don't know,3,In another region,3,Chinese,1615,2017-05-07,127
1616,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,180.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,4,School/school event,2,18-24,2,Female,0,3,Don't know,3,In another region,3,Chinese,1616,2017-05-07,127
1617,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,9.0,0.3778995413,150.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,2,1,Yes,3,In another region,1,English,1617,2017-05-25,145
1618,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,5.0,0.9440823789,180.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,0,2,No,3,In another region,3,Chinese,1618,2017-05-07,127
1619,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,0,2,No,1,9-County Bay Area,1,English,1619,2017-05-25,145
1620,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,5.0,0.3778995413,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,2,Female,0,4,,1,9-County Bay Area,1,English,1620,2017-05-25,145
1621,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,195.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,1,9-County Bay Area,3,Chinese,1621,2017-05-07,127
1622,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,8.0,0.3778995413,,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,2,2,No,3,In another region,1,English,1622,2017-05-25,145
1623,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,5.0,0.9440823789,60.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,2,Female,1,2,No,3,In another region,3,Chinese,1623,2017-05-07,127
1624,25,Thu,12,A,JETBLUE,20,FT. LAUDERDALE,22,10.0,0.3778995413,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,4,2,No,3,In another region,1,English,1624,2017-05-25,145
1625,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,100.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,0,2,No,3,In another region,3,Chinese,1625,2017-05-07,127
1626,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,6.0,0.9440823789,,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,1,Male,2,2,No,3,In another region,3,Chinese,1626,2017-05-07,127
1627,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,240.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,2,Female,2,1,Yes,3,In another region,3,Chinese,1627,2017-05-07,127
1628,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,4,35-44,2,Female,4,3,Don't know,1,9-County Bay Area,1,English,1628,2017-05-24,144
1629,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,11.0,0.9440823789,180.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,0,,3,Chinese,1629,2017-05-07,127
1630,24,Wed,94,G,AIR CANADA,3,TORONTO,67,6.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,2,No,1,9-County Bay Area,1,English,1630,2017-05-24,144
1632,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,120.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,2,No,2,Northern California outside the Bay Area,1,English,1632,2017-05-24,144
1633,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,10.0,0.9440823789,110.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,4,1,Yes,3,In another region,1,English,1633,2017-05-07,127
1634,24,Wed,94,G,AIR CANADA,3,TORONTO,67,7.0,0.2847177143,90.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,3,2,No,1,9-County Bay Area,1,English,1634,2017-05-24,144
1635,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,8.0,0.9440823789,160.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,0,2,No,1,9-County Bay Area,1,English,1635,2017-05-07,127
1636,24,Wed,94,G,AIR CANADA,3,TORONTO,67,9.0,0.2847177143,135.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,0,,3,25-34,1,Male,2,3,Don't know,2,Northern California outside the Bay Area,1,English,1636,2017-05-24,144
1637,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,110.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,4,2,No,1,9-County Bay Area,1,English,1637,2017-05-07,127
1638,24,Wed,94,G,AIR CANADA,3,TORONTO,67,9.0,0.2847177143,165.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,2,Female,2,2,No,3,In another region,1,English,1638,2017-05-24,144
1639,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,7.0,0.9440823789,300.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,3,Don't know,3,In another region,1,English,1639,2017-05-07,127
1640,24,Wed,94,G,AIR CANADA,3,TORONTO,67,8.0,0.2847177143,85.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,4,1,Yes,3,In another region,1,English,1640,2017-05-24,144
1641,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,5.0,0.9440823789,300.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,4,Blank/Multiple responses,0,4,,3,In another region,1,English,1641,2017-05-07,127
1642,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,300.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,0,,4,35-44,1,Male,4,2,No,3,In another region,1,English,1642,2017-05-07,127
1643,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,2,Female,4,2,No,3,In another region,1,English,1643,2017-05-24,144
1644,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,9.0,0.9440823789,120.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,2,No,1,9-County Bay Area,1,English,1644,2017-05-07,127
1645,24,Wed,94,G,AIR CANADA,3,TORONTO,67,10.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,3,2,No,3,In another region,1,English,1645,2017-05-24,144
1646,7,Sun,95,G,UNITED INTL,29,HONG KONG,25,3.0,0.9440823789,130.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,2,Self Administered,5,Conference/convention,7,65 and over,1,Male,4,1,Yes,3,In another region,1,English,1646,2017-05-07,127
